,pid,lname,fname,birthcity,birthcountry,coach,birthdate,age,nationality,height,weight,playhand,backhand,proyear,active
1545,h0gl,Hornitschek,Nico,,,,2000-01-18,24,Germany,,,U,0,,A
1546,k0ci,Kim,Dong Ju,,,,2002-04-09,21,South Korea,,,U,0,,A
1547,l0c8,Lanz,Mischa,,,,2000-05-31,23,Switzerland,,,U,0,,A
1548,l0b4,Lerby,Christian,,,,2001-11-07,22,Netherlands,,,R,2,,A
1549,l0a0,Lim,Alberto,,,,1999-05-16,24,Philippines,,,,0,,A
1550,m0uo,Mayew,Will,,,,2004-04-28,19,United States,,,U,0,,A
1551,m0i5,Mujakic,Alen,,,,2003-07-26,20,Germany,,,U,0,,A
1552,tc46,Terczynski,Mateusz,Wroclaw,Poland,David Zwyrtek / Arek Terczynski,1996-03-02,27,Poland,191,82,R,1,,A
1553,t0fn,Torres,Benjamin,,,,2003-10-12,20,Chile,175,72,R,2,,A
1554,u131,Urrea,Andres,,,Juan Mateus,1994-08-31,29,Colombia,175,78,R,2,,A
1555,w816,Walch,Antoine,,,,1993-10-29,30,France,,,U,0,,A
1556,z0ce,Zamora,Noah,,,,2003-03-13,20,United States,,,U,0,,A
1557,z0cn,Zhang,Jeremy,,,,2005-07-12,18,Australia,,,U,0,,A
1558,c0l9,Coccioli,Alessandro,,,,2002-08-05,21,Italy,,,U,0,,A
1559,c0ll,Cosnet,Charlelie,,,,2003-02-01,21,France,,,U,0,,A
1560,h0hz,Humpfner,Kevin,,,,1999-10-15,24,Germany,,,U,0,,A
1561,j0dl,Jadoun,Nicolas,,,,2002-08-09,21,France,,,U,0,,A
1562,j0c2,Jans,Jarno,,,,2000-06-07,23,Netherlands,,,U,0,,A
1563,n0ax,Nesterov,Alexey,,,,1998-01-22,26,Russia,,,U,0,,A
1564,b0ne,Baldovinetti,Guelfo,,,,2001-11-22,22,Italy,,,U,0,,A
1565,bm09,Bataljin,Lawrence,Adelaide,Australia,Nick Hall,1996-05-22,27,Australia,173,68,R,2,,A
1566,b0oi,Blaydes,Billy,,,,2003-12-09,20,Great Britain,,,U,0,,A
1567,b0ln,Burdet,Adrien,,,,2002-03-11,21,Switzerland,,,U,0,,A
1568,d0lj,Dedura-Palomero,Diego,,,,2008-03-12,15,Germany,,,U,0,,A
1569,e0dp,Exsted,Maxwell,,,,2007-03-12,16,United States,,,U,0,,A
1570,f0g5,Frusina,Alexander,,,,2005-12-17,18,United States,,,R,2,,A
1571,f0bn,Fu,Hong-Lin,,,,2001-12-05,22,Chinese Taipei,188,80,R,2,,A
1572,g0bh,Ginat,Roi,,,,2001-02-18,23,Israel,,,U,0,,A
1573,g0ey,Grevelius,Erik,,,,2000-06-24,23,Sweden,,,U,0,,A
1574,h0jb,Hongyu,Ye,,,,2004-12-05,19,China,,,U,0,,A
1575,h0jd,Horovitz,Roy,,,,2006-10-26,17,United States,,,U,0,,A
1576,l0cs,Lu,Pengyu,,,LuRong,2002-01-09,22,China,178,75,R,2,,A
1577,l0bw,Lusovsky,Michal,,,,1999-03-31,24,Czech Republic,,,U,0,,A
1578,m0rg,Milavsky,Daniel,,,,2001-09-12,22,United States,,,U,0,,A
1579,n0ct,Nakagawa,Shunsuke,,,,2000-03-07,23,Japan,,,U,0,,A
1580,fb18,Patael,Ben,Tel Aviv,Israel,,1997-06-02,26,Israel,188,80,R,2,,A
1581,p0dh,Postolka,Roman,,,,1999-04-07,24,Czech Republic,,,U,0,,A
1582,p0ku,Protic Zakelj,Jaka,,,,2003-08-08,20,Slovenia,,,U,0,,A
1583,r0fm,Rehman,Huzaifa Abdul,,,,2002-11-28,21,Pakistan,,,U,0,,A
1584,r0bn,Reveniau,Simon,,,,1998-04-01,25,France,,,U,0,,A
1585,s0u0,Sarr,Jelani,,,,2004-04-11,19,United States,,,U,0,,A
1586,s0i2,Schaer,Jonas,,,,2000-06-27,23,Switzerland,188,78,R,2,,A
1587,s0jx,Sibille El Moumi,Imran,,,"Oscar Sainz, Miguel Ángel Fernandez",2002-02-04,22,Morocco,183,76,R,2,,A
1588,s0to,Silva,Tiago,,,,2004-11-30,19,Portugal,,,R,0,,A
1589,v0ht,Van Tilburg,Ronetto,,,,1999-12-13,24,Netherlands,,,U,0,,A
1590,v0hm,Vulpitta,Gabriele,,,,2005-06-25,18,Italy,,,U,0,,A
1591,w0ex,Werren,Paul,,,Wolfgang Thiem,2004-10-06,19,Austria,178,82,R,2,,A
1592,w0e5,Wibowo,Tegar Abdi Satrio,,,,2003-03-03,20,Indonesia,,,U,0,,A
1593,d0ip,De Almeida,Gustavo Ribeiro,,,,2006-04-19,17,Brazil,,,U,0,,A
1594,j0e3,Jansson,Oskar,,,,2004-11-20,19,Sweden,,,U,0,,A
1595,n693,Nadaf,Hamidreza,,,Omid Souri ,1992-11-19,31,Iran,183,78,R,2,,A
1596,r0ac,Ragazzi,Alessandro,,,,1996-12-24,27,Italy,,,U,0,,A
1597,a0f7,Arinc,Kaya,,,,1999-09-30,24,Turkiye,,,U,0,,A
1598,b0u0,Bidan,Fadi,,,,2006-01-01,18,Lebanon,,,U,0,,A
1599,c0pk,Chen,Xing Dao,,,,2004-01-16,20,China,183,73,R,2,,A
1600,d0cq,De Cuyper,Julien,,,"Dupont Jean-Christophe, Jalal Fathi , Gayord Messin",1999-05-18,24,France,188,80,R,2,,A
1601,d0ic,Desousa,Julian,,,,2003-06-12,20,Netherlands,,,U,0,,A
1602,g0m3,Gil Garcia,Aaron,,,,2003-10-02,20,Luxembourg,,,U,0,,A
1603,g0f9,Giotis,Rafael,,,,2000-11-25,23,Germany,175,73,R,2,,A
1604,h0gw,Hopp,Michel,,,,1998-12-21,25,Germany,,,U,0,,A
1605,h0ds,Horak,Ondrej,,,Petr Michnev,2002-10-14,21,Czech Republic,180,75,R,2,,A
1606,kd70,Krstin,Pedja,Mokrin,Serbia,,1994-09-03,29,Serbia,183,80,R,2,2012,A
1607,l0jv,Lu,Chen-Yu,,,,2004-02-18,20,Chinese Taipei,,,U,0,,A
1608,m0js,Moret,Joris,,,,2001-07-24,22,France,,,R,0,,A
1609,p0lq,Philibert,Nicolas,,,,2005-07-09,18,Great Britain,,,U,0,,A
1610,p0ip,Pozzani,Nicolo,,,,2002-09-03,21,Italy,,,U,0,,A
1611,td17,Telles,Leonardo,,,,1995-11-14,28,Brazil,,,U,0,,A
1612,m0hq,Markovski,Obrad,,,,2000-11-01,23,North Macedonia,,,U,0,,A
1613,a0l1,Auytayakul,Siwanat,,,,2004-08-12,19,Thailand,,,R,0,,A
1614,b0m1,Benchakroun,Mehdi,,,,2003-12-21,20,Morocco,,,U,0,,A
1615,c0ju,Camargo Lima,Enzo,,,,2003-09-20,20,Brazil,183,73,R,2,,A
1616,cn07,Chikami,Shohei,,,Masami Chikami,1998-10-22,25,Japan,173,73,R,2,,A
1617,d0hs,Dinev,Dinko,,,,2004-02-13,20,Bulgaria,,,U,0,,A
1618,e0ca,Emersic Potocnik,Gal,,,,2003-02-11,21,Slovenia,,,R,0,,A
1619,f0fb,Figl,Maximilian,,,,2004-03-29,19,Italy,,,U,0,,A
1620,g0gt,Gramaticopolo,Biagio,,,,2002-04-01,21,Italy,,,U,0,,A
1621,k0bi,Kumaran,Bharath Nishok,,,Mithun Murali,1998-03-21,25,India,173,65,R,2,,A
1622,l0gj,Lipp,Mika,,,,2003-10-10,20,Germany,,,U,0,,A
1623,m0n5,Mehra,Rohan,,,,2002-05-22,21,India,,,U,0,,A
1624,m0ce,Mehrotra,Arjun,,,,1997-03-31,26,Australia,170,65,R,0,,A
1625,m0s4,Mikovic,Nik,,,,2004-08-29,19,Slovenia,,,U,0,,A
1626,o663,Opitz,Jannik,,,,1998-04-15,25,Germany,193,95,L,2,,A
1627,r0jh,Rodrigues,Pedro,,,,2006-04-05,17,Brazil,178,70,R,2,,A
1628,s0m1,Savelev,Daniil,,,,2000-12-28,23,Russia,188,86,R,0,,A
1629,s0no,Simonit,Ezequiel,,,,2001-12-02,22,Argentina,175,73,R,2,,A
1630,s0so,Stepanov,Timofey,,,,2003-07-28,20,Switzerland,188,75,R,2,,A
1631,t0by,Troost,Siim,,,,1999-12-07,24,Estonia,183,75,R,2,,A
1632,y0bb,Yazdani,Ali,,,,2003-09-09,20,Iran,,,U,0,,A
1633,pi06,Panak,Yvo,Stuttgart,Germany,,1995-08-21,28,Czech Republic,185,78,R,2,,A
1634,r0ev,Ravichander,Ishaan,,,,2002-01-22,22,United States,,,U,0,,A
1635,s0i6,Sorbo,Jonathan,,,Jon Sorbo,1999-09-27,24,Canada,183,70,R,1,,A
1636,t0e0,Tanner,Gian Luca,,,Andre Van der Merwe,2001-01-12,23,Switzerland,191,80,R,0,,A
1637,b0py,Barbier Gazeu,Paul,,,,2005-06-01,18,France,,,R,1,,A
1638,bk09,Britto,Luis,Araçatuba,Brazil,Nicolas Santos,1993-06-23,30,Brazil,178,75,R,2,,A
1639,c0ng,Cabrera,Miguel Angel,,,,2000-07-08,23,Chile,168,70,R,2,,A
1640,c0ml,Ciocanu,Aurel,,,"Isade Juneau, Matt Kuzdub",1998-08-31,25,Canada,191,83,R,2,,A
1641,f0gs,Forger,Abel,,,,2005-07-25,18,Netherlands,,,R,2,,A
1642,fa69,Freund,Simon,Stockholm,Sweden,,1996-09-28,27,Sweden,178,75,R,2,,A
1643,h0ce,Hjorth,Philip,,,,1999-03-04,24,Denmark,,,U,0,,A
1644,h0cu,Hohmann,Ronald,Oyster Bay,New York,Todd Widom,2001-08-01,22,United States,178,75,R,2,,A
1645,j0dj,Jucha,William,,,,2004-02-19,20,France,,,U,0,,A
1646,n0ag,Naumovski,Mason,Melbourne ,Victoria,John Naumovski ,2001-02-03,23,Australia,188,82,R,0,,A
1647,p0d4,Perez,Brandon,Durham,NC,,2000-01-14,24,Venezuela,191,83,L,2,,A
1648,s0y3,Saye,David,,,,2004-07-06,19,United States,,,U,0,,A
1649,s0im,Segura,Matthew,,,,2000-09-19,23,United States,185,84,A,0,,A
1650,v0d1,Vatteroni,Lorenzo,,,,2000-09-27,23,Italy,,,U,0,,A
1651,wb15,Wong,Hong Kit,,,,1998-08-30,25,Hong Kong,,,U,0,,A
1652,b0h9,Berger,Antoine,,,,1998-04-08,25,France,,,U,0,,A
1653,g0la,Ganesh,Manish,,,,2001-08-19,22,India,,,U,0,,A
1654,g0gk,Genov,Anthony,,,,2002-03-02,21,Bulgaria,,,U,0,,A
1655,g0k1,Gray,Timothy,,,,1998-07-14,25,Australia,,,U,0,,A
1656,k0ez,Kikuchi,Yuta,,,,1999-09-27,24,Japan,173,67,R,0,,A
1657,ki10,Kissell,Chad,,,,1996-04-23,27,United States,,,U,0,,A
1658,k0i2,Kroslak,Jakub,,,,2003-06-01,20,Slovak Republic,,,U,0,,A
1659,l0k7,Lechno-Wasiutynski,Fryderyk,,,,2005-03-20,18,Poland,,,U,0,,A
1660,s0mc,Sadaoui,Mehdi,,,,2003-03-19,20,France,,,U,0,,A
1661,s0s9,Sakellaridis,Dimitris,,,Ioannis Sakellaridis,2006-04-30,17,Greece,0,70,R,2,,A
1662,s0gm,Salazar,Daniel,,,,2001-03-21,22,Colombia,,,U,0,,A
1663,cn64,Canter,Alexis,,,"Robin Canter, Eric Dochtermann, Ryan Storrie",1998-06-03,25,Great Britain,180,72,R,2,,A
1664,c0h9,Chaiyarin,Credit,,,,2003-12-09,20,Thailand,,,R,0,,A
1665,e0d4,Edengren,Kevin,,,,2005-07-01,18,Sweden,,,R,2,,A
1666,f607,Falcao,Goncalo,,,,1988-02-22,36,Portugal,,77,R,0,,A
1667,k0hp,Kazakov,Ivan,,,,2001-12-10,22,Russia,,,U,0,,A
1668,o0ax,Ortenzi,Gian Marco,,,,2000-02-03,24,Italy,183,80,R,2,,A
1669,v0eq,Villoslada,Edouard,,,,2000-01-30,24,France,180,72,R,2,,A
1670,v0cg,Vincent,Antoine,,,,1998-06-01,25,France,,,U,0,,A
1671,s0ny,Saritas,Gokberk,,,,2003-07-18,20,Turkiye,,,U,0,,A
1672,c0kn,Casanova,Andrin,,,,2004-07-23,19,Switzerland,183,72,R,2,,A
1673,d0d9,D'Agostino,Stefano,,,,2003-11-03,20,Italy,,,U,0,,A
1674,d0a3,Duda,Filip,,,,1998-09-30,25,Czech Republic,183,78,R,2,,A
1675,o0cj,Orlov,Alexander,,,,2004-09-28,19,Switzerland,,,U,0,,A
1676,s0yn,Shebekin,Grigory,,,,2005-05-14,18,Russia,,,U,0,,A
1677,td49,Turker,Mert Naci,,,,1998-08-16,25,Turkiye,,,U,0,,A
1678,z0b7,Zusman,Richard,,,,2000-08-22,23,United States,173,65,L,2,,A
1679,s0jf,Stuurman,Roland,,,,1999-06-06,24,Netherlands,,,U,0,,A
1680,b0mp,Boros,Attila,,,,2003-12-22,20,Hungary,,,U,0,,A
1681,cn80,Calzi,Raphael,,,,1997-07-16,26,Luxembourg,180,75,R,2,,A
1682,d0k4,De Dios,Felipe,,,,2003-08-19,20,Argentina,170,63,R,0,,A
1683,w0di,Weir,Phoenix,,,,2005-10-29,18,Great Britain,,,R,1,,A
1684,b0p1,Bhatnagar,Shivank,,,,2000-09-18,23,India,,,U,0,,A
1685,l0jo,Ludoski,Zoran,,,,2005-06-16,18,Serbia,,,U,0,,A
1686,m0mw,Matas Ortega,Xavi,,,,2002-08-26,21,Spain,,,U,0,,A
1687,a0e6,Atlangeriev,Bekkhan,,,Sergey Kozak,2001-03-12,22,Russia,185,77,R,0,,A
1688,b0p8,Brown,Thomas,Sumter,SC,"Wayne Brown, Josh Goffi",1998-08-28,25,United States,180,70,R,2,,A
1689,e0aq,Evans,Tom,,,,2001-03-29,22,Australia,180,70,R,2,,A
1690,ad06,Addison,Aaron,Melbourne,Australia,Steven Savino,1995-11-12,28,Australia,193,82,R,2,,A
1691,a0df,Amirov,Davud,,,Melik Feler,1999-02-27,24,Russia,185,75,R,2,,A
1692,ag50,Amoros Ramos,Pol,,,,1998-02-24,26,Spain,,,R,2,,A
1693,a0hz,Angelini,Lorenzo,,,,2006-03-04,17,Italy,,,R,0,,A
1694,a786,Asciak,Matthew,,,,1990-05-04,33,Malta,0,0,U,0,0,A
1695,bt64,Baltensperger,Raphael,Zürich,Switzerland,Sven Swinnen,1997-12-18,26,Switzerland,185,78,R,2,,A
1696,b0tp,Bernet,Henry,,,,2007-01-25,17,Switzerland,,,U,0,,A
1697,b0sw,Bieldiugin,Tymur,,,,2005-10-16,18,Ukraine,,,U,0,,A
1698,b0t6,Boogaard,Thijs,Tiel,the Netherlands,Bjorn Graven,2008-07-05,15,Netherlands,185,85,R,2,,A
1699,b0n1,Brady,Kai,,,,2001-08-07,22,United States,,,U,0,,A
1700,b0tt,Breazu,Matei Florin,,,,2008-04-12,15,Romania,,,U,0,,A
1701,bj65,Bulant,Robin,,,,1992-04-12,31,Czech Republic,,,U,0,,A
1702,b0en,Bullard,Jacob,,,,2001-02-21,23,United States,,,U,0,,A
1703,co11,Carr,Simon,Dublin,Ireland,,1999-11-07,24,Ireland,183,77,R,2,,A
1704,c0b4,Cernoch,Brian,,,"Sam Paul, Tripp Phillips",1999-09-09,24,United States,180,82,L,2,,A
1705,c0q7,Consonni,Nicolo,,,,2005-06-18,18,Italy,,,U,0,,A
1706,c0k4,Corbinais,Sven,,,,2002-12-05,21,France,,,U,0,,A
1707,c0lp,Cottino,Sandro,,,,2001-08-01,22,France,,,U,0,,A
1708,d0bu,De Giorgio,Pasquale,,,,1999-04-27,24,Italy,,,U,0,,A
1709,d0ii,De Jager,Jesse,,,,2002-04-05,21,Netherlands,,,U,0,,A
1710,d0f0,Dong,Bohua,,,Victor Wang,2002-06-16,21,China,191,75,R,2,,A
1711,da44,Doria,Luciano,Buenos Aires,Argentina,Martin Paroli,1993-01-27,31,Argentina,180,78,R,2,,A
1712,e0e0,Espanol Moreno,Juan Arturo,,,,2003-07-11,20,Colombia,,,U,0,,A
1713,f0dj,Fekete,Janos,,,,2001-02-06,23,Slovak Republic,,,U,0,,A
1714,f0ht,Finkelstein,Alex,Raynham,MA,,2002-10-24,21,United States,188,69,R,0,,A
1715,f0bl,Foster-Estwick,Matthew,,,,1997-08-26,26,Barbados,,,R,2,,A
1716,g820,Gao,Xin,,,,1994-05-12,29,China,180,80,R,2,,A
1717,g0me,Ghetu,Gabriel,,,,2007-11-07,16,Romania,,,U,0,,A
1718,gk15,Grinderslev,Anders,,,,1993-12-16,30,Denmark,,,U,0,,A
1719,g0mu,Guzman,Josue,,,,2005-04-06,18,Peru,,,U,0,,A
1720,j0dk,Jordan,Phillip,,,,2000-11-07,23,United States,,,U,0,,A
1721,k0mb,Koizumi,Noritaka,,,,2003-06-11,20,Japan,,,U,0,,A
1722,k0f3,Konov,Samuil,,,,2002-12-07,21,Bulgaria,,,U,0,,A
1723,k0mg,Koons,Holden,,,,2001-02-15,23,United States,,,U,0,,A
1724,k0d2,Kovacic,Tino,,,,1998-03-12,25,Slovenia,,,U,0,,A
1725,k0fo,Krolo,Filip,,,,2001-05-11,22,Germany,,,R,0,,A
1726,le91,Lakat,Florian,,,,1995-08-03,28,France,196,92,R,2,,A
1727,l0co,Longwe-Smit,Thando,,,,2001-06-17,22,South Africa,,,U,0,,A
1728,m0hz,Major,Kevin,,,,1995-03-25,28,Bahamas,178,79,R,2,,A
1729,m0rq,Malirz,Karol,,,,2002-10-27,21,Poland,,,U,0,,A
1730,m0tb,Mastri,Agustin,,,,2003-04-23,20,Argentina,,,U,0,,A
1731,m09u,Matuszewski,Piotr,,,Mariusz Fyrstenberg,1998-04-22,25,Poland,188,85,R,2,,A
1732,m0nj,Maxted,Lui,,,,2003-12-02,20,Great Britain,,,,0,,A
1733,m0k0,Minarik,Kristof,,,,2001-03-18,22,Slovak Republic,,,U,0,,A
1734,m0fs,Murtaza,Muzammil,,,,1999-11-12,24,Pakistan,,,U,0,,A
1735,n09b,Nagoudi,Adam,,,,2000-09-09,23,Tunisia,,,U,0,,A
1736,o0dy,Ou,Shan-Yuan,,,,1999-08-22,24,Chinese Taipei,,,U,0,,A
1737,p0nf,Pade,Charlie,,,,2005-01-24,19,Australia,,,U,0,,A
1738,p0l3,Papagno,Stefano,,,,2003-07-16,20,Italy,,,U,0,,A
1739,p0n4,Patil,Ritesh,,,,2004-04-06,19,United States,,,U,0,,A
1740,pm13,Pervolarakis,Michail,Limassol,Cyprus,"Aaron Gross, M. Abid Akbar",1996-06-06,27,Greece,193,90,R,2,2018,A
1741,p0ep,Petrovic,Andreja,Stavanger,Norway,Chris Doerr,2000-02-01,24,Norway,188,77,R,2,,A
1742,rf12,Romero De Avila Senise,Alberto,Madrid,Spain,Luis Zapata,1997-12-03,26,Spain,173,63,R,2,,A
1743,r0hm,Rozenberg,Teun,,,,2003-04-19,20,Netherlands,193,87,R,2,,A
1744,r0kk,Rozin,Sasha,,,,2005-07-17,18,Canada,,,U,0,,A
1745,sy14,Salvador Pita,Iago,,,,1999-09-04,24,Spain,,,U,0,,A
1746,si82,Sanchez,Manuel,San Luis Potosi,Mexico,Marcela Montemayor,1991-01-05,33,Mexico,0,78,R,1,,A
1747,su13,Sandkaulen,Tim,,,,1997-12-29,26,Germany,178,78,R,1,,A
1748,s0c0,Sarouk,Yair,,,,2001-08-15,22,Israel,,,U,0,,A
1749,s0e5,Schaber,Marvin,,,,2001-03-06,22,Germany,,,U,0,,A
1750,s0zl,Schmidt,Leon,,,,2005-05-14,18,Germany,,,U,0,,A
1751,sq86,Schott,Hugo,,,,1996-09-05,27,France,,,U,0,,A
1752,s0tq,Searant,Rhys,,,Troy McDonald ,1999-04-27,24,Australia,185,80,L,2,,A
1753,s0y1,Sharygin,Evan,,,,2007-07-18,16,United States,,,U,0,,A
1754,sk97,Shyla,Yaraslav,Minsk,Belarus,Alena Shyla,1993-03-05,30,Belarus,191,98,R,2,2011,A
1755,s0o4,Smith,Jordan,,,,1996-09-02,27,Australia,185,83,R,2,,A
1756,s0x5,Stewart,Tyler,,,,2002-12-26,21,United States,,,U,0,,A
1757,s0tu,Swenson,Bjorn,,,,2003-08-28,20,United States,188,82,R,0,,A
1758,t0j3,Tallakson,Avery,,,,2005-04-03,18,United States,,,U,0,,A
1759,t09y,Taylor,Jeremy,,,,1999-12-15,24,Australia,,,U,0,,A
1760,tc97,Thompson,Sam,,,,1993-01-08,31,Australia,,,U,0,,A
1761,t0gk,Tiukaev,Ruslan,,,,2005-06-08,18,Russia,,,U,0,,A
1762,t0hn,Todoran,Matei,,,,2008-01-03,16,Romania,,,,0,,A
1763,t0j8,Tomida,Yuta,,,,2006-10-31,17,Japan,,,U,0,,A
1764,t0gb,Tosetto,Victor,,,,2004-07-01,19,Brazil,,,U,0,,A
1765,u160,Ubiergo,Jordan,Abymes,Guadeloupe,,1993-07-27,30,France,193,88,R,2,,A
1766,v0i0,Van Raemdonck,Harold,,,,2005-12-14,18,Belgium,,,U,0,,A
1767,v0fk,Visaya,Azuma,,,,2003-08-19,20,United States,,,U,0,,A
1768,v0gm,Vlahos,Alexander,,,,2006-01-31,18,Poland,,,U,0,,A
1769,v0cx,Volpi,Gabriele,,,,1996-04-12,27,Italy,,,U,0,,A
1770,y0bf,Young,Gavin,,,,2002-09-17,21,United States,,,U,0,,A
1771,z0cg,Zhang,Yu,,,,2002-08-22,21,China,,,U,0,,A
1772,z0ai,Zhao,Runyu,,,,2000-02-24,24,China,,,U,0,,A
1773,a0f9,Aguilera,Emiliano,,,,2003-02-11,21,Mexico,,,,0,,A
1774,a0g1,Alarcon,Benjamin Denis,,,Facundo Arguello,1999-12-10,24,Argentina,168,64,R,1,,A
1775,a0hy,Amiri,Ali,,,,2001-10-16,22,United States,,,U,0,,A
1776,a0g4,Antinheimo,Oskar,,,,2002-10-16,21,Finland,,,U,0,,A
1777,ab70,Aramburu Contreras,Ivar Jose,Mexico City,Mexico,Raquel Contreras,1994-03-21,29,Mexico,,75,R,2,,A
1778,ae17,Asaba,Abraham,,,,1997-05-21,26,Ghana,198,86,R,1,,A
1779,b0pp,Baldisserri,Enrico,,,,2004-02-03,20,Italy,,,U,0,,A
1780,b0cc,Bartakovics,Marcell,,,,1997-10-19,26,Hungary,,,U,0,,A
1781,b0lu,Batyutenko,Max,,,,2005-07-11,18,Kazakhstan,,,R,1,,A
1782,b0s8,Berrut,Adrien,,,,2005-06-12,18,Switzerland,,,,0,,A
1783,b0i8,Bienkiewicz,Juliusz,,,,1999-07-13,24,Poland,,,U,0,,A
1784,b0gz,Bini,Victor,,,,2003-04-12,20,Brazil,,,U,0,,A
1785,b0u5,Bueno Gil,Alvaro,,,,2000-05-25,23,Spain,,,U,0,,A
1786,b0q1,Byers,Loren Thomas,,,,2001-11-20,22,United States,,,U,0,,A
1787,c0p2,Cairo,Alex,,,,2004-06-08,19,United States,,,U,0,,A
1788,c0q4,Chen,Charles,,,,2007-12-20,16,China,,,U,0,,A
1789,d0jj,Dessi,Marco,,,,2000-09-14,23,Italy,,,U,0,,A
1790,d0bz,Dica,Nini Gabriel,,,,2001-04-29,22,Romania,,,R,2,,A
1791,d0la,Ducariu,Dominic,,,,2005-09-20,18,Germany,,,U,0,,A
1792,e0ce,Esquici,Lorenzo,Primavera do leste,Brazil,Martin Gando,2003-07-08,20,Brazil,183,83,R,2,,A
1793,e0ck,Evans,Gabriel,,,,1996-06-13,27,United States,178,79,R,2,,A
1794,f0e0,Falck,Reece,,,,2002-04-09,21,New Zealand,,,U,0,,A
1795,f786,Fayziev,Sanjar,Tashkent,Uzbekistan,Leonidich,1994-07-29,29,Uzbekistan,188,73,R,2,,A
1796,f0i8,Forbes,Matthew,,,,2006-04-06,17,United States,,,U,0,,A
1797,g0m7,Gu,Jin,,,,2002-01-03,22,China,,,U,0,,A
1798,h0hp,Hanchaikul,Patorn,,,,2002-05-22,21,Thailand,,,U,0,,A
1799,hh42,Huang,Chih Chi,,,,2000-11-14,23,Canada,160,84,R,2,,A
1800,j0dz,Jodar,Rafael,,,,2006-09-17,17,Spain,,,U,0,,A
1801,j0db,Jones,Lennon Roark,,,,2005-01-15,19,Japan,,,R,2,,A
1802,j0dd,Jurina,Patrik,,,,2005-01-18,19,Croatia,,,,0,,A
1803,k0jn,Kahsay,Hanival,,,,2005-11-11,18,Australia,178,75,R,2,,A
1804,k0kx,Karahan,Atakan,,,,2006-04-24,17,Turkiye,,,R,2,,A
1805,k0mp,Kastsiukevich,Ruslan,,,,2007-05-25,16,Belarus,,,U,0,,A
1806,k907,Katayama,Sho,,,,1989-05-12,34,Japan,,,U,0,,A
1807,k0lp,Klaassen,Stian,,,,2003-04-19,20,Netherlands,,,U,0,,A
1808,k0fi,Korsgaard,Henrik Heise,,,,1996-07-22,27,Denmark,,,U,0,,A
1809,k0lx,Kotzen,Nicolas Ian,,,,2003-03-22,20,United States,,,U,0,,A
1810,k0dl,Krapivin,Maxim,,,,1999-12-12,24,Russia,,,U,0,,A
1811,l0e0,Lage Castelan,Lance Amaury,,,,2001-10-24,22,Mexico,,,U,0,,A
1812,l0ei,Lara Salmeron,Daniel,,,,2001-06-21,22,Spain,,,U,0,,A
1813,l0hn,Lemaitre,Luca,,,,2005-02-18,19,Mexico,,,,0,,A
1814,l0k2,Li,Wenfu,,,,2004-09-26,19,China,180,80,R,1,,A
1815,m0rf,Markov,Viktor,,,,2005-04-21,18,Bulgaria,,,U,0,,A
1816,m0vl,Marques,Goncalo,,,,2006-01-07,18,Portugal,,,U,0,,A
1817,m0rc,Matsuoka,Shu,,,,2003-09-11,20,Japan,,,U,0,,A
1818,m0ux,Michna,Brayden,,,,2004-08-06,19,United States,,,U,0,,A
1819,mi33,Michnev,Petr,Ostrava,Czech Republic,Radim Slezak,1989-08-03,34,Czech Republic,188,82,R,2,2007,A
1820,mo03,Milushev,Plamen,,,,1994-08-06,29,Bulgaria,185,82,R,2,,A
1821,m0cy,Montsi,Siphosothando,,,,1999-11-09,24,South Africa,,,R,2,,A
1822,m0p3,Munoz,Enmanuel,,,,2005-01-22,19,Dominican Republic,,,U,0,,A
1823,n653,Na,Jung-Woong,,,,1992-10-31,31,South Korea,,,U,0,,A
1824,n786,Nakamura,Ren,,,,1995-01-31,29,Japan,170,63,R,2,,A
1825,n0fb,Nasridinov,Amirkhamza,,,,2005-08-28,18,Russia,,,U,0,,A
1826,n0co,Nithithananont,Natthayut,,,,2001-09-22,22,Thailand,,,R,0,,A
1827,n0au,Novak,Jakub,,,,,,Czech Republic,,,,0,,A
1828,o0bg,Overmyer,Kyle,,,,2004-02-19,20,United States,,,U,0,,A
1829,p0la,Patton,Thomas,,,,2003-07-14,20,Australia,,,U,0,,A
1830,p0eh,Patzanovsky,Christopher,,,,1997-12-24,26,Germany,,,U,0,,A
1831,p0e6,Pecak,Stepan,,,,2000-06-21,23,Czech Republic,183,80,R,0,,A
1832,p0kw,Pinheiro,Nuno,,,,2004-04-01,19,Portugal,,,U,0,,A
1833,p0lu,Pires,Tiago,,,,2005-10-11,18,France,,,U,0,,A
1834,p0e2,Plans,Jorge,,,,2002-01-28,22,Spain,,,U,0,,A
1835,p0cf,Pleva,Jan,,,,2001-08-23,22,Czech Republic,,,R,2,,A
1836,p0mv,Poupinel,Leo,,,,2004-01-13,20,France,,,U,0,,A
1837,r0k4,Rahmani,Kasra,,,,2006-09-07,17,Iran,,,U,0,,A
1838,r0ew,Rivera,Leyton,Kristianstad,Sweden,Claudio Rivera,2001-10-28,22,Norway,183,72,R,2,2019,A
1839,r0ct,Rocens,Martins,Riga,Latvia,,2000-04-09,23,Latvia,185,85,R,2,,A
1840,s0ky,Salazar,Amador,,,Ricardo Urzua,2001-02-15,23,Chile,173,72,L,2,,A
1841,s0f4,Salvestre,Damien,,,,2002-02-05,22,France,,,U,0,,A
